Status of existing checking account,Duration in month,Credit history,Purpose,Credit amount,Savings account/bonds,Present employment since,Installment rate in percentage of disposable income,Personal status and sex,Other debtors / guarantors,Present residence since,Property,Age in years,Other installment plans,Housing,Number of existing credits at this bank,Job,Number of people being liable to provide maintenance for,Telephone,foreign worker
... < 0 DM,0.029411764705882346,critical account/ other credits existing (not at this bank),car (new),0.0335644327060636,... < 100 DM,>= 7 years,0.0,female : divorced/separated/married,none,1.0,unknown / no property,0.35714285714285715,none,own,0.3333333333333333,skilled employee / official,0.0,"yes, registered under the customers name",yes
no checking account,0.1176470588235294,critical account/ other credits existing (not at this bank),car (new),0.023770221195113902,100 <= ... < 500 DM,4 <= ... < 7 years,1.0,female : divorced/separated/married,none,0.6666666666666667,"car or other, not in attribute 6",0.5714285714285714,none,own,0.3333333333333333,skilled employee / official,0.0,"yes, registered under the customers name",yes
... < 0 DM,0.47058823529411764,critical account/ other credits existing (not at this bank),furniture/equipment,0.2817761637504127,... < 100 DM,1 <= ... < 4 years,0.6666666666666667,male : single,guarantor,0.3333333333333333,building society savings agreement/ life insurance,0.16071428571428575,none,own,0.3333333333333333,skilled employee / official,0.0,none,yes
no checking account,0.20588235294117646,critical account/ other credits existing (not at this bank),radio/television,0.07329151535160118,>= 1000 DM,>= 7 years,1.0,male : single,none,1.0,"car or other, not in attribute 6",0.48214285714285715,none,own,0.3333333333333333,skilled employee / official,0.0,none,yes
no checking account,0.029411764705882346,existing credits paid back duly till now,radio/television,0.06030593155056674,100 <= ... < 500 DM,>= 7 years,0.3333333333333333,male : single,none,1.0,unknown / no property,0.41071428571428575,bank,for free,0.0,skilled employee / official,1.0,"yes, registered under the customers name",yes
no checking account,0.08823529411764706,existing credits paid back duly till now,radio/television,0.09210960713106636,... < 100 DM,1 <= ... < 4 years,0.0,male : single,none,1.0,building society savings agreement/ life insurance,0.33928571428571425,none,own,0.0,skilled employee / official,0.0,"yes, registered under the customers name",no
... >= 200 DM / salary assignments for at least 1 year,0.47058823529411764,existing credits paid back duly till now,radio/television,0.30802244965335096,... < 100 DM,1 <= ... < 4 years,1.0,male : single,none,0.0,"car or other, not in attribute 6",0.0892857142857143,none,own,0.0,skilled employee / official,0.0,none,yes
0 <= ... < 200 DM,0.2941176470588235,critical account/ other credits existing (not at this bank),car (used),0.41311764058545175,>= 1000 DM,>= 7 years,0.3333333333333333,female : divorced/separated/married,none,1.0,unknown / no property,0.17857142857142855,none,rent,0.0,skilled employee / official,0.0,none,yes
0 <= ... < 200 DM,0.2941176470588235,delay in paying off in the past,business,0.3695939253879168,100 <= ... < 500 DM,4 <= ... < 7 years,1.0,male : single,none,1.0,"car or other, not in attribute 6",0.30357142857142855,none,rent,0.0,management/ self-employed/ highly qualified employee/ officer,0.0,"yes, registered under the customers name",yes
... < 0 DM,0.1176470588235294,existing credits paid back duly till now,furniture/equipment,0.056784417299438755,... < 100 DM,1 <= ... < 4 years,0.3333333333333333,female : divorced/separated/married,none,1.0,"car or other, not in attribute 6",0.01785714285714285,none,rent,0.0,skilled employee / official,0.0,none,yes
... < 0 DM,0.07352941176470588,critical account/ other credits existing (not at this bank),repairs,0.057114559260482006,100 <= ... < 500 DM,>= 7 years,0.6666666666666667,male : single,guarantor,1.0,real estate,0.5178571428571428,none,own,0.3333333333333333,skilled employee / official,1.0,none,no
... < 0 DM,0.1176470588235294,all credits at this bank paid back duly,retraining,0.004897105755474855,... < 100 DM,>= 7 years,1.0,male : married/widowed,none,0.0,"car or other, not in attribute 6",0.46428571428571425,bank,own,0.0,unskilled - resident,0.0,none,yes
0 <= ... < 200 DM,0.2941176470588235,existing credits paid back duly till now,car (new),0.1794871794871795,100 <= ... < 500 DM,4 <= ... < 7 years,0.3333333333333333,male : single,none,0.6666666666666667,"car or other, not in attribute 6",0.33928571428571425,bank,own,0.3333333333333333,skilled employee / official,0.0,"yes, registered under the customers name",yes
no checking account,0.029411764705882346,critical account/ other credits existing (not at this bank),radio/television,0.09067899196654561,unknown/ no savings account,1 <= ... < 4 years,0.0,male : single,none,0.3333333333333333,real estate,0.26785714285714285,none,own,0.3333333333333333,unskilled - resident,1.0,none,yes
no checking account,0.2941176470588235,critical account/ other credits existing (not at this bank),radio/television,0.14427203697589966,100 <= ... < 500 DM,>= 7 years,0.6666666666666667,male : single,none,1.0,real estate,0.30357142857142855,none,own,0.0,skilled employee / official,1.0,"yes, registered under the customers name",yes
no checking account,0.20588235294117646,critical account/ other credits existing (not at this bank),car (new),0.04429404643996919,... < 100 DM,< 1 year,1.0,female : divorced/separated/married,none,0.0,building society savings agreement/ life insurance,0.19642857142857145,none,own,0.3333333333333333,skilled employee / official,0.0,none,yes
no checking account,0.16176470588235292,existing credits paid back duly till now,domestic appliances,0.055683944095961266,500 <= ... < 1000 DM,4 <= ... < 7 years,1.0,male : single,none,0.6666666666666667,building society savings agreement/ life insurance,0.30357142857142855,none,own,0.3333333333333333,skilled employee / official,0.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.08823529411764706,existing credits paid back duly till now,car (new),0.3883569935072081,... < 100 DM,unemployed,0.3333333333333333,male : single,none,1.0,unknown / no property,0.9107142857142858,bank,for free,0.0,management/ self-employed/ highly qualified employee/ officer,0.0,"yes, registered under the customers name",yes
no checking account,0.47058823529411764,existing credits paid back duly till now,car (new),0.03626059205458347,500 <= ... < 1000 DM,>= 7 years,1.0,male : single,none,1.0,building society savings agreement/ life insurance,0.30357142857142855,none,own,0.0,skilled employee / official,0.0,none,yes
no checking account,0.029411764705882346,existing credits paid back duly till now,furniture/equipment,0.15010454495433037,500 <= ... < 1000 DM,1 <= ... < 4 years,0.0,male : single,none,0.3333333333333333,"car or other, not in attribute 6",0.23214285714285715,none,own,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
... < 0 DM,0.20588235294117646,existing credits paid back duly till now,furniture/equipment,0.048475844613183675,... < 100 DM,unemployed,1.0,female : divorced/separated/married,none,0.3333333333333333,"car or other, not in attribute 6",0.25000000000000006,none,own,0.0,skilled employee / official,0.0,none,yes
0 <= ... < 200 DM,0.10294117647058824,existing credits paid back duly till now,furniture/equipment,0.07301639705073182,>= 1000 DM,< 1 year,1.0,female : divorced/separated/married,none,0.0,real estate,0.01785714285714285,none,own,0.0,skilled employee / official,0.0,none,yes
no checking account,0.2941176470588235,existing credits paid back duly till now,furniture/equipment,0.2047980631671619,... < 100 DM,4 <= ... < 7 years,0.3333333333333333,female : divorced/separated/married,none,1.0,building society savings agreement/ life insurance,0.10714285714285715,none,rent,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.2941176470588235,critical account/ other credits existing (not at this bank),business,0.09271486739297898,... < 100 DM,>= 7 years,1.0,male : divorced/separated,none,1.0,real estate,0.21428571428571425,none,own,0.3333333333333333,skilled employee / official,0.0,"yes, registered under the customers name",yes
... < 0 DM,0.16176470588235292,no credits taken/ all credits paid back duly,car (new),0.03851656212171234,... < 100 DM,>= 7 years,1.0,male : single,none,0.6666666666666667,"car or other, not in attribute 6",0.25000000000000006,none,rent,0.3333333333333333,skilled employee / official,1.0,none,yes
no checking account,0.1176470588235294,existing credits paid back duly till now,furniture/equipment,0.028227137669197756,... < 100 DM,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,0.0,real estate,0.125,none,own,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.2941176470588235,delay in paying off in the past,furniture/equipment,0.09981291955540883,... < 100 DM,unemployed,0.6666666666666667,female : divorced/separated/married,none,0.3333333333333333,building society savings agreement/ life insurance,0.26785714285714285,none,own,0.0,management/ self-employed/ highly qualified employee/ officer,0.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.058823529411764705,existing credits paid back duly till now,radio/television,0.06404754044239022,... < 100 DM,1 <= ... < 4 years,1.0,male : single,guarantor,0.3333333333333333,real estate,0.25000000000000006,none,own,0.0,skilled employee / official,0.0,none,no
... < 0 DM,0.25,delay in paying off in the past,education,0.17409486079013978,... < 100 DM,< 1 year,0.3333333333333333,male : single,none,0.0,building society savings agreement/ life insurance,0.125,none,own,0.3333333333333333,skilled employee / official,0.0,none,yes
no checking account,0.38235294117647056,all credits at this bank paid back duly,car (used),0.39809618135798397,unknown/ no savings account,unemployed,1.0,female : divorced/separated/married,none,0.0,real estate,0.6071428571428572,bank,own,0.0,management/ self-employed/ highly qualified employee/ officer,0.0,"yes, registered under the customers name",yes
... < 0 DM,0.1176470588235294,existing credits paid back duly till now,furniture/equipment,0.1280400572246066,... < 100 DM,1 <= ... < 4 years,0.3333333333333333,male : divorced/separated,none,0.0,"car or other, not in attribute 6",0.41071428571428575,none,own,0.0,skilled employee / official,0.0,none,yes
... < 0 DM,0.029411764705882346,critical account/ other credits existing (not at this bank),radio/television,0.00484208209530098,500 <= ... < 1000 DM,>= 7 years,1.0,male : single,none,1.0,"car or other, not in attribute 6",0.5892857142857142,none,own,0.3333333333333333,skilled employee / official,0.0,none,yes
no checking account,0.1176470588235294,existing credits paid back duly till now,radio/television,0.09425552987784747,... < 100 DM,4 <= ... < 7 years,1.0,male : single,none,0.3333333333333333,"car or other, not in attribute 6",0.21428571428571425,none,rent,0.3333333333333333,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes
... < 0 DM,0.25,critical account/ other credits existing (not at this bank),car (new),0.0176625949158138,... < 100 DM,>= 7 years,1.0,male : single,none,1.0,real estate,0.8214285714285714,none,own,0.3333333333333333,skilled employee / official,0.0,none,yes
no checking account,0.47058823529411764,delay in paying off in the past,business,0.5129305601408606,... < 100 DM,< 1 year,0.0,male : divorced/separated,none,0.0,"car or other, not in attribute 6",0.16071428571428575,none,own,0.3333333333333333,skilled employee / official,0.0,none,yes
0 <= ... < 200 DM,0.47058823529411764,delay in paying off in the past,business,0.2313744910311434,... < 100 DM,1 <= ... < 4 years,0.3333333333333333,male : divorced/separated,none,0.3333333333333333,real estate,0.19642857142857145,stores,own,0.3333333333333333,management/ self-employed/ highly qualified employee/ officer,0.0,"yes, registered under the customers name",yes
... < 0 DM,0.25,all credits at this bank paid back duly,car (new),0.07686805326290305,unknown/ no savings account,1 <= ... < 4 years,1.0,male : single,none,0.3333333333333333,building society savings agreement/ life insurance,0.37499999999999994,none,own,0.3333333333333333,unskilled - resident,1.0,none,yes
no checking account,0.2941176470588235,critical account/ other credits existing (not at this bank),furniture/equipment,0.19406844943325632,>= 1000 DM,1 <= ... < 4 years,1.0,male : single,none,1.0,real estate,0.5535714285714286,none,own,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.20588235294117646,critical account/ other credits existing (not at this bank),car (new),0.034885000550236606,... < 100 DM,>= 7 years,1.0,male : single,none,1.0,"car or other, not in attribute 6",0.30357142857142855,bank,own,0.0,skilled employee / official,1.0,"yes, registered under the customers name",yes
no checking account,0.16176470588235292,critical account/ other credits existing (not at this bank),radio/television,0.06107626279300099,... < 100 DM,1 <= ... < 4 years,1.0,male : single,none,0.3333333333333333,building society savings agreement/ life insurance,0.21428571428571425,none,own,0.3333333333333333,skilled employee / official,0.0,none,yes
0 <= ... < 200 DM,0.07352941176470588,all credits at this bank paid back duly,car (used),0.268460437988335,... < 100 DM,>= 7 years,0.3333333333333333,female : divorced/separated/married,none,1.0,unknown / no property,0.9821428571428572,bank,for free,0.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.1764705882352941,critical account/ other credits existing (not at this bank),car (new),0.050896885660834154,... < 100 DM,unemployed,0.3333333333333333,male : single,none,0.6666666666666667,"car or other, not in attribute 6",0.875,none,for free,0.6666666666666667,unemployed/ unskilled - non-resident,0.0,"yes, registered under the customers name",yes
... < 0 DM,0.1176470588235294,existing credits paid back duly till now,radio/television,0.0233300319137229,100 <= ... < 500 DM,4 <= ... < 7 years,1.0,male : married/widowed,none,0.0,building society savings agreement/ life insurance,0.01785714285714285,none,own,0.0,skilled employee / official,0.0,none,yes
0 <= ... < 200 DM,0.20588235294117646,no credits taken/ all credits paid back duly,furniture/equipment,0.16474083856058105,... < 100 DM,1 <= ... < 4 years,0.0,female : divorced/separated/married,none,1.0,"car or other, not in attribute 6",0.25000000000000006,bank,own,0.3333333333333333,skilled employee / official,0.0,"yes, registered under the customers name",yes
no checking account,0.2941176470588235,existing credits paid back duly till now,business,0.23885770881479035,>= 1000 DM,1 <= ... < 4 years,0.3333333333333333,male : single,none,0.6666666666666667,building society savings agreement/ life insurance,0.625,none,own,0.6666666666666667,management/ self-employed/ highly qualified employee/ officer,0.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.6470588235294117,no credits taken/ all credits paid back duly,business,0.19775503466490593,100 <= ... < 500 DM,4 <= ... < 7 years,1.0,male : single,none,1.0,unknown / no property,0.26785714285714285,none,for free,0.0,unskilled - resident,1.0,none,yes
0 <= ... < 200 DM,0.338235294117647,existing credits paid back duly till now,business,0.20166171453725104,... < 100 DM,1 <= ... < 4 years,1.0,male : single,none,0.3333333333333333,"car or other, not in attribute 6",0.30357142857142855,none,own,0.0,skilled employee / official,1.0,"yes, registered under the customers name",yes
no checking account,0.029411764705882346,existing credits paid back duly till now,radio/television,0.10223396060305931,... < 100 DM,4 <= ... < 7 years,0.3333333333333333,male : married/widowed,none,0.3333333333333333,real estate,0.17857142857142855,none,rent,0.0,skilled employee / official,0.0,none,yes
0 <= ... < 200 DM,0.6029411764705882,existing credits paid back duly till now,radio/television,0.15302079894354573,100 <= ... < 500 DM,1 <= ... < 4 years,1.0,male : single,guarantor,1.0,building society savings agreement/ life insurance,0.035714285714285754,none,rent,0.0,skilled employee / official,0.0,none,yes
0 <= ... < 200 DM,0.07352941176470588,critical account/ other credits existing (not at this bank),education,0.06883459887751733,... < 100 DM,>= 7 years,0.3333333333333333,female : divorced/separated/married,none,0.6666666666666667,"car or other, not in attribute 6",0.26785714285714285,none,own,0.3333333333333333,management/ self-employed/ highly qualified employee/ officer,0.0,"yes, registered under the customers name",yes
no checking account,0.029411764705882346,critical account/ other credits existing (not at this bank),radio/television,0.06228678331682623,... < 100 DM,1 <= ... < 4 years,0.0,female : divorced/separated/married,none,0.0,"car or other, not in attribute 6",0.16071428571428575,none,own,0.3333333333333333,skilled employee / official,0.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.1176470588235294,existing credits paid back duly till now,furniture/equipment,0.038571585781886214,100 <= ... < 500 DM,< 1 year,1.0,female : divorced/separated/married,none,1.0,"car or other, not in attribute 6",0.14285714285714285,bank,rent,1.0,skilled employee / official,0.0,none,yes
0 <= ... < 200 DM,0.2941176470588235,existing credits paid back duly till now,car (used),0.13810938703642567,unknown/ no savings account,>= 7 years,1.0,male : single,none,1.0,unknown / no property,0.30357142857142855,bank,for free,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.20588235294117646,delay in paying off in the past,furniture/equipment,0.2226807527236712,... < 100 DM,>= 7 years,1.0,male : divorced/separated,none,0.6666666666666667,unknown / no property,0.37499999999999994,none,own,0.0,management/ self-employed/ highly qualified employee/ officer,0.0,"yes, registered under the customers name",yes
no checking account,0.07352941176470588,critical account/ other credits existing (not at this bank),education,0.037746230879278087,500 <= ... < 1000 DM,>= 7 years,1.0,male : single,none,0.3333333333333333,"car or other, not in attribute 6",0.5892857142857142,none,own,0.3333333333333333,skilled employee / official,0.0,"yes, registered under the customers name",yes
... < 0 DM,0.1176470588235294,existing credits paid back duly till now,car (new),0.05051172003961703,... < 100 DM,1 <= ... < 4 years,1.0,male : married/widowed,none,0.6666666666666667,real estate,0.14285714285714285,none,own,0.0,unskilled - resident,0.0,none,yes
no checking account,0.338235294117647,delay in paying off in the past,business,0.2678001540662485,... < 100 DM,4 <= ... < 7 years,0.6666666666666667,male : single,none,1.0,"car or other, not in attribute 6",0.125,none,own,0.3333333333333333,skilled employee / official,0.0,none,yes
... < 0 DM,0.1176470588235294,existing credits paid back duly till now,retraining,0.035875426433366345,... < 100 DM,4 <= ... < 7 years,1.0,male : married/widowed,none,1.0,building society savings agreement/ life insurance,0.035714285714285754,none,rent,0.0,skilled employee / official,0.0,none,yes
no checking account,0.1176470588235294,critical account/ other credits existing (not at this bank),car (new),0.06850445691647408,... < 100 DM,>= 7 years,1.0,male : single,none,0.0,real estate,0.33928571428571425,none,own,0.3333333333333333,unskilled - resident,1.0,none,yes
... < 0 DM,0.38235294117647056,critical account/ other credits existing (not at this bank),car (used),0.5707604269836029,... < 100 DM,>= 7 years,0.6666666666666667,male : single,none,1.0,unknown / no property,0.33928571428571425,none,for free,0.6666666666666667,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes
no checking account,0.1176470588235294,critical account/ other credits existing (not at this bank),furniture/equipment,0.09271486739297898,... < 100 DM,>= 7 years,1.0,male : single,none,1.0,real estate,0.42857142857142855,none,own,0.6666666666666667,skilled employee / official,0.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.1176470588235294,critical account/ other credits existing (not at this bank),domestic appliances,0.06459777704412897,... < 100 DM,4 <= ... < 7 years,1.0,male : single,none,0.6666666666666667,building society savings agreement/ life insurance,0.125,none,own,0.0,skilled employee / official,0.0,none,yes
... < 0 DM,0.2941176470588235,existing credits paid back duly till now,business,0.3476394849785408,... < 100 DM,1 <= ... < 4 years,0.3333333333333333,male : married/widowed,none,0.3333333333333333,"car or other, not in attribute 6",0.035714285714285754,stores,own,0.0,unskilled - resident,0.0,none,yes
no checking account,0.1176470588235294,existing credits paid back duly till now,car (used),0.06399251678221635,>= 1000 DM,4 <= ... < 7 years,0.6666666666666667,male : single,none,0.3333333333333333,building society savings agreement/ life insurance,0.6428571428571428,none,own,0.0,skilled employee / official,0.0,none,no
no checking account,0.07352941176470588,critical account/ other credits existing (not at this bank),radio/television,0.15538681633102236,unknown/ no savings account,1 <= ... < 4 years,0.0,male : single,none,0.3333333333333333,real estate,0.25000000000000006,none,own,0.3333333333333333,skilled employee / official,1.0,none,yes
no checking account,0.47058823529411764,existing credits paid back duly till now,radio/television,0.19725982172334106,unknown/ no savings account,>= 7 years,0.3333333333333333,female : divorced/separated/married,none,1.0,real estate,0.46428571428571425,none,own,0.0,unskilled - resident,0.0,"yes, registered under the customers name",yes
... < 0 DM,0.338235294117647,no credits taken/ all credits paid back duly,business,0.27748431825685044,... < 100 DM,unemployed,0.3333333333333333,male : single,none,1.0,building society savings agreement/ life insurance,0.5535714285714286,stores,own,0.3333333333333333,skilled employee / official,0.0,"yes, registered under the customers name",yes
... >= 200 DM / salary assignments for at least 1 year,0.38235294117647056,delay in paying off in the past,business,0.09122922856828436,... < 100 DM,>= 7 years,1.0,male : single,none,1.0,real estate,0.8392857142857144,none,own,0.0,management/ self-employed/ highly qualified employee/ officer,0.0,"yes, registered under the customers name",yes
no checking account,0.47058823529411764,critical account/ other credits existing (not at this bank),radio/television,0.1701331572576208,unknown/ no savings account,>= 7 years,1.0,male : single,none,0.3333333333333333,"car or other, not in attribute 6",0.5714285714285714,none,own,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.029411764705882346,critical account/ other credits existing (not at this bank),retraining,0.037526136238582586,unknown/ no savings account,4 <= ... < 7 years,0.0,female : divorced/separated/married,none,0.6666666666666667,building society savings agreement/ life insurance,0.35714285714285715,none,own,0.3333333333333333,unskilled - resident,0.0,none,yes
... < 0 DM,0.20588235294117646,no credits taken/ all credits paid back duly,business,0.1570375261362386,... < 100 DM,4 <= ... < 7 years,0.6666666666666667,male : single,none,0.0,building society savings agreement/ life insurance,0.21428571428571425,bank,own,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
... >= 200 DM / salary assignments for at least 1 year,0.47058823529411764,existing credits paid back duly till now,radio/television,0.2015516672169033,... < 100 DM,1 <= ... < 4 years,0.3333333333333333,male : single,none,0.3333333333333333,real estate,0.07142857142857145,none,own,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
... < 0 DM,0.2941176470588235,existing credits paid back duly till now,furniture/equipment,0.15247056234180698,... < 100 DM,1 <= ... < 4 years,0.3333333333333333,male : divorced/separated,none,0.3333333333333333,real estate,0.0892857142857143,none,rent,0.0,unskilled - resident,0.0,none,yes
no checking account,0.08823529411764706,existing credits paid back duly till now,car (new),0.06129635743369649,... < 100 DM,1 <= ... < 4 years,0.3333333333333333,female : divorced/separated/married,none,1.0,"car or other, not in attribute 6",0.8035714285714286,none,own,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.1176470588235294,existing credits paid back duly till now,radio/television,0.020633872565203038,... < 100 DM,< 1 year,1.0,male : married/widowed,guarantor,0.0,real estate,0.125,bank,own,0.0,unskilled - resident,0.0,none,yes
... < 0 DM,0.1176470588235294,existing credits paid back duly till now,education,0.05227247716518102,unknown/ no savings account,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,1.0,building society savings agreement/ life insurance,0.07142857142857145,bank,rent,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
no checking account,0.1176470588235294,existing credits paid back duly till now,radio/television,0.025145812699460767,... < 100 DM,1 <= ... < 4 years,1.0,male : single,none,0.3333333333333333,real estate,0.19642857142857145,bank,own,0.3333333333333333,skilled employee / official,0.0,none,yes
no checking account,0.2941176470588235,delay in paying off in the past,business,0.15010454495433037,unknown/ no savings account,1 <= ... < 4 years,1.0,male : single,none,1.0,real estate,0.23214285714285715,none,own,0.3333333333333333,skilled employee / official,1.0,"yes, registered under the customers name",yes
no checking account,0.16176470588235292,existing credits paid back duly till now,car (used),0.2424892703862661,... < 100 DM,1 <= ... < 4 years,0.6666666666666667,male : single,none,0.3333333333333333,"car or other, not in attribute 6",0.19642857142857145,none,own,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
no checking account,0.47058823529411764,no credits taken/ all credits paid back duly,repairs,0.13002090899086607,... < 100 DM,1 <= ... < 4 years,1.0,male : single,none,0.3333333333333333,"car or other, not in attribute 6",0.14285714285714285,none,own,0.3333333333333333,skilled employee / official,0.0,none,yes
0 <= ... < 200 DM,0.6470588235294117,existing credits paid back duly till now,radio/television,0.5893584241223726,>= 1000 DM,4 <= ... < 7 years,0.0,male : single,co-applicant,0.3333333333333333,unknown / no property,0.14285714285714285,bank,own,0.3333333333333333,skilled employee / official,0.0,"yes, registered under the customers name",yes
... < 0 DM,0.1176470588235294,existing credits paid back duly till now,furniture/equipment,0.41900517222405637,... < 100 DM,>= 7 years,1.0,male : single,none,1.0,unknown / no property,0.6071428571428572,none,for free,0.0,management/ self-employed/ highly qualified employee/ officer,0.0,"yes, registered under the customers name",yes
no checking account,0.07352941176470588,existing credits paid back duly till now,radio/television,0.0675690546935182,... < 100 DM,4 <= ... < 7 years,1.0,male : single,none,0.3333333333333333,"car or other, not in attribute 6",0.0535714285714286,none,own,0.0,skilled employee / official,0.0,none,yes
... < 0 DM,0.2941176470588235,existing credits paid back duly till now,furniture/equipment,0.15951359084406297,... < 100 DM,< 1 year,1.0,male : single,none,0.0,unknown / no property,0.0535714285714286,bank,for free,0.0,skilled employee / official,0.0,none,yes
... >= 200 DM / salary assignments for at least 1 year,0.47058823529411764,existing credits paid back duly till now,radio/television,0.21789369428854408,... < 100 DM,1 <= ... < 4 years,1.0,male : single,none,0.3333333333333333,"car or other, not in attribute 6",0.125,none,own,0.0,skilled employee / official,0.0,none,yes
no checking account,0.07352941176470588,existing credits paid back duly till now,car (new),0.12418840101243535,500 <= ... < 1000 DM,>= 7 years,0.3333333333333333,male : single,none,1.0,unknown / no property,0.5714285714285714,none,for free,0.0,unskilled - resident,0.0,none,yes
no checking account,0.1176470588235294,existing credits paid back duly till now,radio/television,0.10404974138879718,100 <= ... < 500 DM,4 <= ... < 7 years,0.6666666666666667,male : single,none,0.0,unknown / no property,0.28571428571428575,none,own,0.0,skilled employee / official,0.0,none,yes
0 <= ... < 200 DM,0.20588235294117646,existing credits paid back duly till now,radio/television,0.03389457466710685,... < 100 DM,1 <= ... < 4 years,1.0,male : married/widowed,guarantor,0.3333333333333333,real estate,0.10714285714285715,none,own,0.0,unskilled - resident,0.0,none,yes
no checking account,0.0,critical account/ other credits existing (not at this bank),radio/television,0.07120061626499395,... < 100 DM,4 <= ... < 7 years,0.3333333333333333,male : single,none,0.0,real estate,0.41071428571428575,none,own,0.6666666666666667,unskilled - resident,1.0,none,yes
... < 0 DM,0.2941176470588235,existing credits paid back duly till now,radio/television,0.086552217453505,... < 100 DM,unemployed,1.0,male : single,none,0.3333333333333333,"car or other, not in attribute 6",0.19642857142857145,stores,own,0.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes
0 <= ... < 200 DM,0.029411764705882346,existing credits paid back duly till now,car (new),0.7871134587872785,unknown/ no savings account,unemployed,0.0,male : single,none,0.3333333333333333,building society savings agreement/ life insurance,0.07142857142857145,none,own,0.0,unemployed/ unskilled - non-resident,0.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.25,existing credits paid back duly till now,business,0.1384945526576428,100 <= ... < 500 DM,>= 7 years,1.0,male : divorced/separated,none,0.3333333333333333,"car or other, not in attribute 6",0.75,bank,rent,0.3333333333333333,unskilled - resident,0.0,none,yes
no checking account,0.1176470588235294,critical account/ other credits existing (not at this bank),radio/television,0.05727963024100363,... < 100 DM,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,0.3333333333333333,building society savings agreement/ life insurance,0.28571428571428575,none,own,0.3333333333333333,skilled employee / official,0.0,none,yes
... < 0 DM,0.38235294117647056,existing credits paid back duly till now,radio/television,0.1250137559150435,... < 100 DM,>= 7 years,0.0,male : single,guarantor,0.6666666666666667,building society savings agreement/ life insurance,0.35714285714285715,none,own,0.0,skilled employee / official,1.0,none,yes
... < 0 DM,0.2941176470588235,existing credits paid back duly till now,car (new),0.03659073401562672,unknown/ no savings account,>= 7 years,1.0,female : divorced/separated/married,none,0.3333333333333333,"car or other, not in attribute 6",0.17857142857142855,bank,own,0.0,skilled employee / official,0.0,none,yes
no checking account,0.029411764705882346,existing credits paid back duly till now,radio/television,0.07400682293386156,... < 100 DM,4 <= ... < 7 years,0.6666666666666667,male : single,none,0.3333333333333333,building society savings agreement/ life insurance,0.5714285714285714,none,own,0.0,skilled employee / official,1.0,none,yes
... < 0 DM,0.6470588235294117,no credits taken/ all credits paid back duly,car (used),0.2396280400572246,... < 100 DM,>= 7 years,0.6666666666666667,male : single,none,1.0,unknown / no property,0.0892857142857143,none,for free,0.3333333333333333,skilled employee / official,1.0,none,yes
no checking account,0.1176470588235294,critical account/ other credits existing (not at this bank),business,0.051447122262572906,... < 100 DM,1 <= ... < 4 years,0.6666666666666667,female : divorced/separated/married,none,0.3333333333333333,real estate,0.14285714285714285,none,own,0.3333333333333333,skilled employee / official,0.0,none,yes
no checking account,0.1176470588235294,all credits at this bank paid back duly,retraining,0.17591064157587763,500 <= ... < 1000 DM,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,0.6666666666666667,real estate,0.28571428571428575,none,own,0.0,unskilled - resident,1.0,none,yes
no checking account,0.2941176470588235,existing credits paid back duly till now,business,0.055463849455265765,... < 100 DM,4 <= ... < 7 years,1.0,male : single,none,0.0,real estate,0.10714285714285715,none,own,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
no checking account,0.1176470588235294,critical account/ other credits existing (not at this bank),radio/television,0.02569604930119952,... < 100 DM,>= 7 years,1.0,male : single,none,1.0,real estate,0.5892857142857142,none,own,0.6666666666666667,skilled employee / official,0.0,none,yes
